corp_conv_idx,conv_id,speaker,corp_vol_idx,conv_vol_idx,vol_text,corp_utt_idx,conv_utt_idx,utt_text,T1,T2
5,low_001,counsellor,469,82,yeah probably if your friends won't quit drinking you should just find new friends because you know the problem is if they're drinking they're going to pressure you into drinking and then you're going to feel awkward and you know you're going to be stuck and and not know what to do and really just be better off probably without them if they're if they're the kind of people who are going to keep drinking they're probably not a good influence,1100,189,and then you're going to feel awkward,IMI,RCW
5,low_001,counsellor,469,82,yeah probably if your friends won't quit drinking you should just find new friends because you know the problem is if they're drinking they're going to pressure you into drinking and then you're going to feel awkward and you know you're going to be stuck and and not know what to do and really just be better off probably without them if they're if they're the kind of people who are going to keep drinking they're probably not a good influence,1101,190,and you know you're going to be stuck and and not know what to do,IMI,RCW
5,low_001,counsellor,469,82,yeah probably if your friends won't quit drinking you should just find new friends because you know the problem is if they're drinking they're going to pressure you into drinking and then you're going to feel awkward and you know you're going to be stuck and and not know what to do and really just be better off probably without them if they're if they're the kind of people who are going to keep drinking they're probably not a good influence,1102,191,and really just be better off probably without them,IMI,RCW
5,low_001,counsellor,469,82,yeah probably if your friends won't quit drinking you should just find new friends because you know the problem is if they're drinking they're going to pressure you into drinking and then you're going to feel awkward and you know you're going to be stuck and and not know what to do and really just be better off probably without them if they're if they're the kind of people who are going to keep drinking they're probably not a good influence,1103,192,if they're if they're the kind of people who are going to keep drinking they're probably not a good influence,IMI,RCW
5,low_001,client,470,83,okay yeah,1104,193,okay,N,N
5,low_001,client,470,83,okay yeah,1105,194,yeah,N,N
5,low_001,counsellor,471,84,and then then you'll be better set for college too because you know the issue is you're getting good grades now but when you get to college it's a lot harder and you know if you're needing really good grades to get into law school which you will need then you really can't be distracted by alcohol,1106,195,and then then you'll be better set for college too because you know the issue is you're getting good grades now,IMI,RCW
5,low_001,counsellor,471,84,and then then you'll be better set for college too because you know the issue is you're getting good grades now but when you get to college it's a lot harder and you know if you're needing really good grades to get into law school which you will need then you really can't be distracted by alcohol,1107,196,but when you get to college it's a lot harder,IMI,RCW
5,low_001,counsellor,471,84,and then then you'll be better set for college too because you know the issue is you're getting good grades now but when you get to college it's a lot harder and you know if you're needing really good grades to get into law school which you will need then you really can't be distracted by alcohol,1108,197,and you know if you're needing really good grades to get into law school which you will need,IMI,RCW
5,low_001,counsellor,471,84,and then then you'll be better set for college too because you know the issue is you're getting good grades now but when you get to college it's a lot harder and you know if you're needing really good grades to get into law school which you will need then you really can't be distracted by alcohol,1109,198,then you really can't be distracted by alcohol,IMI,RCW
5,low_001,client,472,85,okay yeah definitely,1110,199,okay,N,N
5,low_001,client,472,85,okay yeah definitely,1111,200,yeah,N,N
5,low_001,client,472,85,okay yeah definitely,1112,201,definitely,N,N
5,low_001,counsellor,473,86,okay so um that's great because it pretty much covers all the stuff that I think I needed to go over with you um let's see I guess we didn't talk about what would happen if your parents found out you were drinking,1113,202,okay so um that's great because it pretty much covers all the stuff that I think I needed to go over with you,O,ST
5,low_001,counsellor,473,86,okay so um that's great because it pretty much covers all the stuff that I think I needed to go over with you um let's see I guess we didn't talk about what would happen if your parents found out you were drinking,1114,203,um let's see I guess we didn't talk about what would happen if your parents found out you were drinking,IMI,WA
5,low_001,client,474,87,they would be pretty upset yeah they don't really condone alcohol use,1115,204,they would be pretty upset,N,N
5,low_001,client,474,87,they would be pretty upset yeah they don't really condone alcohol use,1116,205,yeah,N,N
5,low_001,client,474,87,they would be pretty upset yeah they don't really condone alcohol use,1117,206,they don't really condone alcohol use,N,N
